Date,Mag.,SN Position,Type
2009 05 20,20.4,12 54 23.73 +56 43 57.3,Ia
2009 05 17,20.5,16 33 10.92 +53 05 30.8,Ia
2009 05 17,18.1,16 47 34.81 +49 50 00.4,II
2009 05 17,20.4,15 29 10.96 +40 47 38.8,Ia
2009 05 17,19.4,15 27 48.59 +41 35 34.1,Ia
2009 05 17,19.1,14 50 00.12 +44 55 05.8,Ia
2009 05 16,17.7,16 46 42.82 +75 15 28.6,Ia
2009 05 15,19.8,13 12 54.49 +43 28 35.9,Ia
2009 05 15,20.6,14 09 16.68 +53 06 12.8,Ia
2009 05 15,20.2,17 38 26.07 +53 23 00.7,Ia
2009 05 16,18.7,16 38 59.85 +17 58 58.1,Ia
2009 05 27,14.6,13 14 17.58 -42 58 48.8,Ia
2009 05 21,19.5,16 28 41.13 +39 33 12.5,Ia
2009 05 20,19.3,12 43 46.45 +10 46 23.8,IIP
2009 05 24,17.7,23 59 14.42 +46 52 36.9,IIP
2009 05 22,17.7,15 39 29.84 +24 26 05.3,Ib
2009 05 11,18.2,18 40 08.30 +40 07 36.5,Ia-p
2009 05 11,15.5,13 52 10.64 +02 19 27.1,Ia
2009 05 13,18.1,14 58 07.99 +02 26 03.3,IIn
2009 05 08,17.6,14 46 22.62 +13 01 27.0,Ia
2009 05 05,16.6,00 34 44.53 -08 23 57.6,Ic
2009 05 12,15.3,13 14 20.47 -46 06 44.9,II
2009 04 23,20.7,15 19 46.76 +48 31 50.6,Ia
2009 04 22,19.0,15 10 59.53 +06 33 10.0,Ia
2009 04 22,20.9,14 32 17.26 +25 36 15.8,Ia
2009 04 03,21.2,15 20 38.08 +07 39 32.5,Ia
2009 03 31,17.6,14 54 15.47 +18 57 52.8,Ia
2009 03 23,21.8,15 19 12.57 +06 21 29.2,Ib
2009 05 09,17.5,11 21 25.30 +34 20 23.3,Ia
2009 04 24,17.9,09 23 41.42 +50 24 11.2,?
2009 04 19,18.3,11 06 28.89 +24 05 15.4,?
2009 04 17,17.7,09 54 40.35 +19 11 12.7,?
2009 04 03,18.1,14 47 02.39 +09 57 37.4,?
2009 04 03,18.1,12 35 35.77 +01 52 12.6,?
2009 04 22,18.4,15 01 04.03 +43 13 13.9,Ia
2009 04 21,18.8,16 49 25.67 +05 52 48.1,Ia
2009 04 21,19.2,13 36 09.45 +34 03 19.0,IIP
2009 04 18,19.3,13 24 40.15 +16 34 05.5,IIP
2009 04 17,19.4,13 39 46.36 -21 27 19.1,Ia
2009 04 28,17.2,22 10 09.27 -36 05 42.6,Ic
2009 04 28,16.8,11 49 04.11 -09 43 44.9,Ia
2009 04 17,20.3,14 44 42.08 +49 43 44.9,Ia?
2009 04 24,15.2,10 08 49.94 -67 01 57.3,IIb
2009 04 23,17.7,20 26 52.69 -18 37 04.2,Ic
2009 04 22,16.3,12 34 58.35 +50 51 04.4,Ia
2009 04 12,17.5,11 37 39.33 +46 57 11.3,II-L
2009 04 19,17.5,11 30 20.14 +44 09 49.2,IIP
2009 04 15,18.2,12 08 07.21 -31 59 25.3,Ia
2009 04 01,19.5,11 30 23.64 +02 14 35.2,Ia
2009 03 24,19.1,13 58 34.75 +31 12 52.3,Ia
2009 03 21,18.6,11 36 57.86 +45 00 50.7,Ic
2009 03 03,18.8,13 58 19.38 +20 10 51.1,IIp
2009 03 03,19.5,11 33 44.93 +14 34 47.9,Ia
2009 03 01,18.6,16 05 52.67 +17 24 45.5,Ia
2009 01 02,18.8,13 00 37.49 +17 50 57.0,Ic?
2009 04 13,13.7,12 05 34.10 +50 32 18.6,II
2009 04 09,16.5,15 51 12.12 +25 42 28.0,Ia
2009 03 19,18.4,14 21 54.63 +26 01 02.0,Ia
2009 04 07,16.9,21 42 07.20 -06 46 25.6,Ia
2009 04 06,17.9,09 15 00.02 +29 44 07.1,Ia
2009 03 18,17.2,09 40 55.44 +01 16 08.3,IIP
2009 03 28,20.5,12 24 39.20 +08 55 59.2,Ia
2009 03 28,20.3,15 05 01.97 +48 40 03.9,IIn
2009 03 27,20.3,11 42 13.88 +10 38 54.0,II?
2009 03 26,19.3,13 29 12.64 +46 43 27.5,Ia
2009 03 26,17.9,13 15 23.15 +46 25 09.4,II
2009 03 25,19.7,14 15 19.36 +16 25 14.0,Ia
2009 03 25,18.0,11 18 06.46 +12 53 43.1,Ia
2009 03 25,19.6,11 46 50.12 +11 47 55.3,II?
2009 03 25,20.2,09 15 12.73 +19 05 46.3,Ia
2009 03 21,19.2,12 24 35.31 +47 14 16.8,Ia
2009 03 21,19.8,11 03 06.64 +50 09 36.3,Ia
2009 03 21,20.1,11 54 42.23 +55 18 10.7,Ia
2009 03 21,20.2,13 21 45.15 +42 33 06.2,Ia
2009 03 21,19.5,09 22 15.69 +45 44 53.4,Ia
2009 03 21,17.8,09 45 30.46 +06 32 25.0,Ia
2009 03 21,19.0,11 33 20.71 -09 24 40.3,Ia
2009 03 20,20.5,10 51 08.55 +74 05 23.2,Ia
2009 03 17,20.9,12 26 17.84 +48 26 49.5,Ia
2009 03 02,20.1,14 53 37.34 +18 21 08.3,Ib
2009 03 02,19.4,14 31 01.13 +25 46 57.9,Ia
2009 02 28,21.4,10 23 18.59 +49 05 16.5,IIP
2009 02 27,20.3,09 23 59.36 +14 09 51.3,Ia
2009 03 19,19.6,12 59 15.85 +27 16 41.3,Ia
2009 04 03,17.1,21 26 22.20 -40 51 48.6,Ic?
2009 03 29,16.8,15 19 26.04 +11 03 30.1,IIP
2009 03 29,18.5,11 13 56.22 +04 17 58.5,II
2009 02 16,18.7,10 09 10.10 +07 54 34.4,Ia
2009 03 27,16.0,03 56 06.92 +72 55 40.9,II
2009 03 27,18.1,13 07 20.47 +35 47 03.8,Ia
2009 03 25,16.4,22 56 01.40 -63 41 39.6,II-P
2009 03 22,17.0,03 08 57.08 +70 33 35.1,Ia
2009 03 21,17.7,13 26 56.20 +52 45 17.5,Ia-p
2009 03 19,18.0,15 23 56.14 -08 19 18.3,?
2009 03 19,17.4,09 17 21.03 -05 08 39.3,?
2009 03 17,17.6,14 07 49.75 +36 38 37.1,Ia
2009 03 17,18.9,12 27 51.75 +26 25 58.6,?
2009 02 27,18.9,14 12 40.74 +13 09 46.1,?
2009 02 13,18.1,08 36 41.68 +09 14 05.3,?
2009 03 17,18.4,15 16 31.49 +54 27 35.4,II
2009 03 17,18.6,14 15 43.29 +16 11 59.1,II
2009 03 17,19.2,14 18 58.68 +35 23 16.1,II
2009 03 17,20.0,14 29 39.61 +39 09 32.8,Ia
2009 03 17,19.6,12 24 50.16 +08 25 57.5,Ic
2009 03 17,19.2,13 27 10.50 +31 30 32.5,Ia
2009 03 17,17.8,12 06 51.66 +26 57 36.6,Ia
2009 03 17,20.1,11 41 54.05 +10 25 46.0,Ia
2009 03 17,20.0,09 14 34.16 +51 10 29.6,Ia
2009 03 17,20.2,08 00 47.28 +46 56 53.8,Ia
2009 03 21,17.0,10 31 33.87 -39 57 30.0,Ic
2009 03 21,18.4,09 59 01.92 +17 49 00.1,?
2009 03 20,19.3,10 55 56.22 +36 51 43.0,?
2009 03 20,16.4,17 48 22.97 +54 08 54.7,II
2009 01 27,19.9,06 15 35.80 +48 18 50.0,Ia
2009 01 25,19.5,06 31 47.08 +24 55 08.9,Ia
2009 03 02,18.6,14 23 55.82 +35 11 05.2,Ia
2009 03 11,16.4,12 59 46.00 -29 36 07.5,IIn
2009 03 11,16.5,13 46 26.68 +46 06 09.1,II
2009 03 11,16.7,14 47 26.64 -30 39 34.5,Ia
2009 02 19,18.5,09 55 25.71 -01 28 21.3,IIb
2009 02 13,16.8,03 09 19.79 +16 05 05.3,Ia
2009 03 05,16.9,17 26 43.23 -59 55 57.9,Ic
2009 03 04,16.3,09 38 08.54 +09 31 00.7,IIP
2009 02 27,15.4,12 22 47.47 +65 51 04.2,Ia
2009 02 21,19.0,09 56 19.60 +16 50 04.1,II-P
2009 02 26,16.8,10 51 22.07 +08 34 42.7,Ia
2009 02 14,19.4,10 25 03.36 +17 58 21.3,?
2009 02 24,14.5,13 56 45.33 -48 29 36.2,II
2009 02 19,17.6,15 11 35.92 +05 23 47.5,Ia
2009 02 19,16.0,11 59 12.06 -53 24 06.5,IIb
2009 02 18,15.9,07 11 40.81 -26 41 06.3,Ia
2009 02 16,15.0,02 03 36.37 +24 04 40.9,II
2009 02 15,16.5,16 39 28.87 +21 18 55.6,Ia
2009 02 13,16.7,05 03 33.38 +06 39 35.7,Ia
2009 02 05,17.4,02 08 30.11 +12 44 18.5,?
2009 02 08,18.6,04 16 36.39 +02 45 51.0,Ia
2009 02 03,17.6,11 23 42.28 -22 16 14.5,Ia
2009 02 02,18.1,14 01 53.61 -01 20 30.2,IIb
2009 02 01,16.0,14 42 23.85 -17 14 48.4,Ia
2009 02 02,17.1,10 54 26.44 +59 02 13.1,?
2009 02 02,17.9,16 23 45.60 +11 44 07.0,IIP
2009 02 02,18.8,10 12 48.72 +43 10 59.5,Ia
2009 02 02,15.8,11 43 18.72 -12 52 46.1,Ia-p
2009 01 30,16.7,13 51 21.72 +14 08 37.6,Ia
2009 01 26,17.7,09 32 30.11 +17 41 19.8,?
2009 01 02,19.2,11 51 10.62 +24 40 22.5,?
2009 01 30,17.2,15 40 12.85 +70 44 18.1,Ia
2009 01 28,16.2,11 20 38.78 -03 32 46.3,Ia
2009 01 15,17.1,03 29 02.35 -52 37 00.8,?
2009 01 24,16.6,12 31 09.47 -08 02 56.3,IIP
2009 01 20,17.6,02 39 36.48 +10 50 27.9,?
2009 01 13,16.8,12 58 48.10 +27 40 25.6,Ia
2009 01 14,14.9,04 36 36.77 -00 08 35.6,IIb
2009 01 13,17.6,05 55 21.13 -76 55 20.8,Ia-p
2009 01 13,16.5,02 45 10.40 -04 42 49.4,Ia
2009 01 02,17.4,02 45 58.36 -07 35 00.3,II
2009 01 05,16.5,14 31 38.34 -43 25 02.8,IIP
2009 01 04,16.4,04 59 23.56 -11 07 50.1,Ia
2009 01 03,17.8,12 09 49.56 +58 50 50.3,IIP
2009 01 02,16.5,03 54 22.83 -19 10 54.2,Ia
2009 01 02,17.8,23 13 42.84 +49 40 47.2,IIb
2009 01 02,17.2,08 30 51.47 +74 41 08.1,IIP
2009 01 02,16.0,01 52 44.34 -03 23 48.2,IIP
2008 08 23,13.6,03 51 44.66 -38 27 00.1,II
2008 07 01,20.1,23 44 12.82 +07 52 23.6,IIn
2008 09 28,17.8,16 08 37.23 +04 16 26.7,IIn
2008 10 01,19.0,00 37 04.77 -06 09 39.2,Ia
2008 09 21,19.3,23 06 20.03 +09 40 37.6,Ia
2008 12 22,18.7,09 39 49.91 +07 03 47.8,?
2008 10 30,18.1,04 36 55.20 -00 21 35.6,Ic
2008 12 03,20.9,00 20 31.48 +28 55 31.1,Ia
2008 11 29,20.4,07 35 14.03 +39 16 52.1,Ia
2008 11 27,18.7,08 16 12.44 -07 21 32.3,Ia
2008 12 30,18.2,10 39 26.86 +05 05 24.2,Ia
2008 12 31,15.7,12 57 50.20 +36 22 33.5,IIn
2008 12 26,16.1,12 50 02.61 -14 42 55.7,Ia
2008 12 26,14.9,12 22 01.77 +04 28 47.5,II
2008 12 26,17.3,04 01 02.15 +74 05 48.5,Ib
2008 12 27,16.5,02 17 53.07 -34 47 53.4,II
2008 12 17,17.6,03 36 09.54 -35 13 00.7,Ic
2008 12 19,15.9,18 19 51.81 +74 33 54.9,II
2008 12 19,16.8,13 02 08.93 -32 47 36.5,Ia
2008 11 06,18.6,02 57 26.41 +12 58 07.6,Ia
2008 12 15,15.8,12 58 05.70 -43 20 03.6,Ia
2008 12 12,14.9,09 20 23.47 -07 52 33.1,II
2008 12 15,16.4,02 43 20.80 +04 58 19.1,IIb
2008 11 03,21.2,02 27 46.80 -04 34 47.1,Ia
2008 11 24,19.6,12 30 26.22 +41 36 16.1,II
2008 12 02,15.8,12 52 37.94 -39 01 32.6,?
2008 12 07,15.1,08 50 35.15 -61 16 40.6,Ia
2008 11 26,18.2,00 43 18.62 +42 10 14.2,Ia
2008 12 06,14.3,03 45 08.45 +76 39 55.5,Ia
2008 12 03,18.7,10 13 00.82 +17 02 09.3,II
2008 10 07,17.0,22 39 50.39 -40 08 49.1,Ic
2008 12 02,17.7,09 07 34.06 +03 23 32.1,Ia
2008 12 01,18.6,08 09 14.76 -18 39 13.1,Ia
2008 11 23,17.2,09 24 23.49 +28 17 43.2,Ib
2008 12 01,17.7,02 25 29.62 +41 50 35.1,Ia
2008 11 23,19.0,09 18 52.42 +18 57 20.8,Ia
2008 11 22,19.3,07 41 31.41 +51 41 17.4,Ia
2008 11 22,16.4,09 43 26.22 +25 10 21.9,Ia
2008 11 26,16.5,02 25 04.00 -24 48 02.4,IIP
2008 11 25,18.4,08 14 14.25 +21 21 37.9,Ic
2008 11 25,17.5,03 27 10.90 +46 56 39.6,Ia
2008 11 20,18.8,23 00 40.35 +08 27 55.5,?
2008 11 06,16.7,09 12 43.63 +09 55 47.9,Ia
2008 11 20,17.2,00 04 01.91 -11 10 07.5,Ia
2008 11 21,15.2,00 26 43.16 -03 35 55.3,Ia
2008 11 19,16.6,01 26 03.65 +11 26 26.5,Ic
2008 11 15,17.4,01 40 22.39 -28 55 05.1,IIp
2008 11 03,21.9,09 19 43.36 -12 14 02.1,Ia
2008 10 31,22.1,00 19 31.22 +28 51 45.0,Ia
2008 09 24,20.2,23 54 07.84 -10 15 43.4,Ia-p
2008 09 21,21.6,23 38 27.52 +23 33 44.3,Ia
2008 09 21,21.8,22 25 14.03 -01 43 11.8,Ia
2008 11 07,18.8,23 34 52.69 +18 13 35.4,Ia?
2008 11 05,16.2,11 25 03.24 -09 47 51.0,II
2008 10 30,17.7,03 10 00.96 +19 13 23.1,Ia
2008 11 04,16.8,10 15 32.95 +74 12 59.1,II
2008 11 03,18.3,04 39 26.21 +09 08 31.6,Ia
2008 10 31,19.7,01 52 31.71 +33 27 52.0,?
2008 10 30,17.7,01 13 41.49 +04 47 18.0,II
2008 10 29,18.4,22 44 43.69 -03 08 51.1,Ia
2008 09 21,17.6,01 27 05.78 +03 13 05.7,Ia
2008 10 29,17.2,00 45 32.28 -26 34 20.2,IIp
2008 10 27,16.4,10 11 08.85 -13 47 21.4,IIp
2008 10 27,18.4,03 23 00.73 +01 21 42.8,Ia
2008 10 22,18.8,22 10 44.83 -20 47 17.2,Ia
2008 09 24,17.8,04 06 29.50 +14 52 14.0,Ia
2008 10 22,17.0,23 14 12.39 -02 46 52.4,IIn
2008 10 20,16.3,01 20 54.82 +04 48 19.1,Ia
2008 10 20,18.2,18 53 04.48 +38 45 44.4,Ib/c
2008 10 19,18.2,22 36 28.57 +21 37 55.3,Ic
2008 10 12,17.5,02 44 00.33 +05 25 42.8,II
2008 10 11,18.7,07 40 56.55 +55 25 32.3,Ia
2008 10 09,16.3,01 25 23.04 -18 10 20.8,Ia
2008 10 09,16.7,09 44 31.40 +55 45 31.1,II
2008 10 08,12.8,04 08 24.68 -47 53 47.4,Ia
2008 09 27,18.8,01 20 44.03 +14 41 37.0,II
2008 10 03,17.4,02 10 36.63 -53 45 59.5,Ib/c
2008 10 04,16.9,02 57 57.13 +46 51 56.6,Ia
2008 09 24,17.6,04 45 24.00 +18 24 25.1,II
2008 09 22,17.1,23 16 16.60 +11 42 47.5,Ic
2008 09 30,19.2,02 24 08.86 +26 40 10.3,Ia
2008 09 23,17.7,02 11 33.98 +23 52 49.6,Ia
2008 09 19,14.3,10 28 55.97 -44 39 55.6,Ia
2008 09 27,16.5,10 16 57.28 +73 24 36.4,?
2008 09 25,17.4,03 02 28.50 -24 27 21.5,Ia
2008 09 21,18.2,01 09 05.75 +14 45 16.9,Ib/c
2008 09 14,17.3,01 11 49.14 +14 38 27.0,Ia
2008 09 15,15.4,20 25 06.19 -24 48 27.6,II
2008 09 11,13.5,07 16 32.60 -29 19 31.7,Ia
2008 08 07,18.4,16 40 12.46 +39 43 55.8,Ic
2008 08 04,17.1,16 21 48.53 +37 03 41.0,Ibc?
2008 09 05,17.5,23 49 03.51 +26 47 39.3,?
2008 09 07,17.1,19 36 44.84 -37 33 04.5,Ia
2008 09 02,18.5,02 34 05.06 +01 23 42.5,Ia
2008 09 01,18.9,17 12 49.86 +42 48 51.8,Ia
2008 08 26,16.7,01 53 23.17 +29 21 28.4,IIb
2008 08 30,19.7,03 20 18.64 +41 21 44.0,Ia
2008 08 30,18.8,03 18 44.10 +41 28 57.2,Ia
2008 09 01,15.5,20 13 59.96 -44 21 07.8,Ia
2008 08 30,19.2,14 53 48.26 +20 06 45.5,IIP
2008 08 27,15.8,21 58 09.22 -27 23 17.1,Ib
2008 08 25,16.6,03 52 12.91 -01 30 30.9,IIP
2008 08 24,16.9,03 42 36.69 +71 18 36.5,II
2008 08 20,17.6,19 03 40.52 -64 53 21.1,Ia
2008 08 18,17.2,13 34 55.27 +13 43 48.6,Ia
2008 08 18,18.1,02 51 42.39 +42 49 51.5,Ia
2008 08 17,17.8,19 20 28.68 +30 49 42.0,II
2008 08 10,18.0,16 58 28.92 +20 02 38.0,Ic
2008 08 10,17.6,16 03 02.09 +39 38 44.2,II
2008 08 09,15.6,22 16 44.39 -47 07 12.6,II
2008 08 09,16.4,19 32 51.69 -45 13 14.2,II
2008 04 26,18.1,11 56 49.13 +54 27 25.7,II
2008 08 05,18.5,02 04 36.27 +47 56 10.4,Ia
2008 08 02,18.7,17 00 07.20 +23 07 56.6,Ia
2008 08 03,18.1,01 17 40.68 +43 38 38.9,Ia
2008 08 03,16.0,00 41 52.04 +32 59 25.2,Ia
2008 08 03,18.2,00 55 13.56 +35 26 26.2,IIn
2008 07 31,18.7,22 44 37.70 -21 54 35.2,Ic?
2008 07 30,19.3,23 08 49.06 +20 04 19.6,II
2008 07 28,18.9,16 05 33.17 +17 35 33.2,Ia
2008 07 27,18.8,00 27 59.26 +30 45 48.7,II
2008 07 23,17.6,22 17 33.25 +33 15 21.3,Ia
2008 07 21,15.1,09 45 48.16 -31 10 44.9,?
2008 07 20,16.2,01 51 36.27 +19 06 16.9,Ia
2008 07 05,18.0,10 24 17.17 -32 29 12.6,?
2008 07 16,15.5,00 56 32.96 -01 46 16.0,Ia
2008 07 15,15.4,03 26 43.62 +07 42 34.9,II
2008 07 14,17.6,23 03 16.56 +08 52 19.8,Ia
2008 07 07,17.3,18 11 52.17 +14 58 50.6,Ic
2008 07 06,17.0,23 20 22.58 +27 19 10.2,IIP
2008 07 02,17.4,13 23 11.92 +43 05 34.3,II
2008 07 01,17.5,00 10 46.05 -47 04 10.6,II
2008 06 24,17.4,13 00 14.31 +27 57 16.4,Ia
2008 07 02,17.2,14 00 56.27 +41 00 29.0,II
2008 07 01,18.2,03 37 51.43 +72 34 21.8,Ic
2008 06 30,18.3,22 56 11.84 +03 55 35.4,Ic
2008 06 30,17.2,16 56 30.56 +27 58 33.2,Ia
2008 06 28,15.5,00 29 50.83 +31 23 33.9,Ia-p
2008 06 28,16.8,22 10 51.67 +02 06 29.6,Ia
2008 06 25,18.3,16 06 03.11 +55 25 37.4,Ic
2008 06 25,17.3,11 49 48.86 -38 47 02.1,?
2008 06 20,18.4,13 05 13.48 +31 59 35.4,II
2008 06 19,19.2,22 11 41.95 +46 18 38.8,IIP
2008 06 03,20.6,11 43 23.16 +46 04 58.8,Ia
2008 05 14,22.2,15 19 30.37 +48 53 56.8,Ia
2008 05 07,19.6,14 56 13.33 +18 51 14.1,Ia
2008 05 03,21.8,15 19 40.74 +06 16 53.0,IIP
2008 06 11,17.7,12 16 41.53 +41 02 11.2,IIP
2008 06 08,16.6,00 35 11.32 +23 15 15.1,Ia
2008 06 08,18.5,12 58 50.55 +24 22 57.4,?
2008 05 05,19.2,16 06 25.06 +10 05 21.4,?
2008 04 17,16.7,15 55 24.97 -09 41 47.1,II
2008 04 09,17.7,17 04 03.60 +21 35 42.0,?
2008 04 06,18.1,16 47 29.45 +09 18 25.8,Ib/c
2008 06 13,14.5,00 14 39.36 -07 19 23.5,Ia
2008 06 07,17.3,20 00 57.41 -47 04 02.7,II
2008 06 09,18.1,11 23 10.90 +34 12 51.0,Ia
2008 06 06,17.2,15 16 52.10 -13 25 14.0,II
2008 06 05,17.7,00 56 45.9  -09 54 19.0,IIb
2008 06 01,18.5,16 32 38.27 +41 27 33.2,IIb
2008 06 02,17.0,21 04 55.31 -21 43 49.5,Ia
2008 06 01,18.7,19 14 16.96 +53 43 50.5,IIn
2008 05 31,19.1,22 02 24.48 +18 19 21.4,Ia?
2008 04 21,17.0,17 16 35.85 -10 20 43.0,?
2008 04 02,22.5,11 43 34.44 +46 22 03.6,Ia
2008 05 29,14.4,14 21 09.61 -29 15 04.9,Ia
2008 05 24,17.7,09 42 22.89 -03 45 10.1,Ia
2008 05 26,17.1,09 55 08.97 -33 08 05.7,?
2008 05 21,15.3,12 40 55.66 -40 58 12.1,II
2008 05 24,16.4,07 16 38.75 -62 18 52.9,Ia
2008 05 16,17.7,16 11 04.35 +52 27 08.0,Ia
2008 04 27,19.3,15 22 42.30 +30 22 08.0,Ia
2008 05 10,21.3,12 31 50.71 +14 01 13.6,Ia
2008 05 09,17.1,23 56 46.02 -02 38 18.6,II
2008 05 11,18.1,20 38 54.52 -05 38 12.4,II
2008 05 05,16.7,15 54 15.15 +10 58 25.0,IIn
2008 05 04,17.1,14 07 32.56 -26 33 06.6,Ia
2008 05 02,17.4,12 27 27.70 -08 10 05.3,IIP
2008 04 29,16.6,13 15 01.75 -15 57 06.8,Ia
2008 04 24,16.0,21 03 29.62 -67 11 01.1,Ia
2008 03 10,21.2,12 31 18.90 +08 23 18.1,Ia
2008 03 10,20.7,12 29 01.28 +12 22 18.8,Ia
2008 04 22,17.7,12 38 57.74 +11 07 46.2,Ia
2008 04 19,17.2,12 05 20.98 +40 56 45.6,Ia
2008 04 22,15.5,14 54 39.00 +42 01 22.5,II
2008 04 21,18.0,18 26 50.46 +51 08 16.6,Ia
2008 04 19,18.8,08 53 54.64 +35 08 57.5,Ia
2008 04 17,17.7,16 47 23.05 -20 08 48.2,II
2008 04 13,16.6,10 50 16.88 -12 06 32.0,Ia
2008 04 08,18.6,07 55 18.88 +53 19 43.4,Ib
2008 04 07,18.4,09 55 07.67 -33 08 22.7,II
2008 04 02,17.0,06 41 02.51 -38 02 19.0,Ia
2008 04 02,17.7,10 00 01.57 -31 33 21.8,IIP
2008 03 31,16.6,18 19 54.34 +74 34 20.9,Ib?
2008 03 31,16.5,12 16 25.42 +47 01 40.5,II
2008 03 29,17.4,13 02 58.78 +10 30 27.0,IIn
2008 03 25,16.2,14 30 11.82 +27 32 05.6,II
2008 03 25,12.6,23 57 47.5  -32 33 24,II
2008 03 12,18.8,11 51 47.80 +46 52 29.8,II
2008 03 22,15.9,08 35 53.39 +00 42 23.1,Ia
2008 03 23,16.3,08 40 46.15 -04 07 09.4,II
2008 03 05,18.7,12 51 11.89 +26 17 40.2,Ia
2008 03 18,16.8,12 04 02.90 +20 14 42.6,Ia
2008 03 12,18.5,14 27 48.71 +69 41 50.8,IIn
2008 03 13,16.7,10 18 23.32 -13 06 11.2,Ia
2008 03 13,15.4,09 38 31.23 -63 58 25.6,Ia
2008 03 03,19.2,07 55 19.52 +20 39 08.4,II
2008 02 27,18.6,16 05 49.17 +19 27 17.2,Ia
2008 03 09,16.0,17 08 26.03 +25 31 02.0,IIP
2008 03 05,19.5,12 55 26.36 +52 16 15.5,Ib?
2008 03 03,16.1,12 30 40.80 +41 38 14.5,II-p
2008 03 02,15.9,13 04 14.12 -10 19 12.3,II
2008 03 02,19.1,14 57 26.27 +23 23 48.3,?
2008 02 27,18.7,11 30 33.95 +13 09 05.3,?
2008 03 02,16.5,10 27 12.35 +71 24 56.4,Ia
2008 02 29,16.9,10 21 47.89 -19 29 42.0,Ia
2008 02 27,16.9,12 24 37.92 +10 50 17.4,Ia
2008 02 27,16.3,12 50 30.42 -10 52 01.4,IIb?
2008 02 13,19.2,07 13 47.33 +12 20 03.8,II
2008 02 26,17.3,03 07 46.66 +38 22 06.2,Ic
2008 02 24,17.3,17 38 28.18 +61 02 13.7,Ic
2008 01 10,18.7,12 28 36.25 +15 34 49.1,IIn
2008 02 13,17.6,02 46 07.23 -07 38 33.8,II
2008 02 12,18.5,03 09 25.20 +80 07 48.4,II
2008 02 13,16.9,13 33 06.33 +33 08 59.0,IIn
2008 02 13,17.7,10 57 39.97 +37 39 41.9,Ia
2008 02 11,18.8,10 51 48.45 +03 46 35.7,Ia
2008 02 03,16.7,18 39 52.38 -67 25 59.0,II-P
2008 02 09,17.1,14 59 28.50 +16 39 12.3,Ia
2008 02 09,17.8,09 56 03.20 +10 29 58.8,Ia-p
2008 01 30,18.0,12 49 37.15 +28 19 46.5,Ia
2008 01 30,17.6,11 53 45.18 +48 25 21.5,Ia
2008 01 30,18.2,11 34 45.92 +53 57 50.8,Ia
2008 02 07,18.9,12 37 53.43 +34 01 36.0,II
2008 02 07,17.2,09 43 15.25 +36 17 03.9,Ia
2008 02 06,17.7,11 19 30.57 +54 27 46.2,Ia
2008 02 07,17.6,12 09 48.33 +58 51 01.6,IIP
2008 02 06,17.5,08 36 19.22 -20 16 52.5,II-P
2008 02 06,16.8,04 29 31.30 -26 42 39.8,IIb
2008 01 20,18.4,13 59 48.27 +40 22 51.6,II
2008 01 17,18.2,05 25 28.96 +21 51 33.4,II
2008 02 01,17.6,20 34 45.35 +60 05 57.8,IIn?
2008 01 27,15.5,03 03 53.70 -11 59 39.4,Ia
2008 01 26,16.5,01 24 57.23 +09 33 01.5,Ia
2008 01 23,17.5,08 28 39.18 +73 45 02.9,II
2008 01 22,17.0,06 57 34.46 -45 48 44.3,Ia
2008 01 17,17.8,12 19 55.78 +05 20 21.3,II
2008 01 15,15.5,06 21 41.28 -59 43 45.4,II
2008 01 14,18.7,03 17 16.65 +41 22 57.6,Ia
2008 01 15,17.7,11 38 10.54 -23 25 36.1,II
2008 01 15,15.4,02 34 24.20 -10 50 38.5,IIn?
2008 01 15,19.3,11 56 09.66 +60 31 31.5,II
2008 01 15,17.4,09 47 13.45 -24 50 25.8,IIP
2008 01 01,18.3,03 45 46.02 +46 40 06.0,IIP
2008 01 12,18.4,02 54 55.11 -06 21 56.7,IIP
2008 01 04,18.2,11 25 36.95 +52 08 25.9,Ia
2008 01 11,17.5,09 09 30.65 +33 08 20.3,Ib
2008 01 03,14.9,06 57 11.53 +20 26 13.7,Ia
2008 01 02,16.4,15 02 43.65 +23 20 07.8,IIn
2008 01 02,17.6,01 38 17.38 +35 22 13.7,Iap
2007 12 30,18.2,11 20 51.63 -29 24 16.5,Ia
2007 12 31,17.2,09 09 35.35 +33 07 08.9,Ib
2007 12 23,18.5,10 09 19.98 +14 59 32.8,Ia
2007 12 29,16.0,12 13 36.88 +46 29 36.1,Ia
2007 12 20,17.4,10 52 40.05 +67 59 14.2,?
2007 12 19,17.1,22 19 08.88 +13 10 40.3,Ia
2007 12 22,15.0,01 48 42.47 -48 38 57.8,Ia
2007 12 20,16.6,12 41 06.07 +50 23 28.7,Ia
2007 12 18,12.9,12 01 52.80 -18 58 21.7,Ia
2007 12 08,17.9,08 47 16.13 -20 01 27.6,IIP
2007 12 14,16.8,12 04 42.29 +49 11 09.3,Ia
2007 12 13,17.0,02 47 43.13 +13 15 14.8,Ia
2007 11 27,21.3,22 14 04.42 -00 12 47.5,Ia
2007 11 27,20.4,21 22 50.57 +00 25 17.9,Ia
2007 11 17,21.3,21 13 42.82 -00 50 16.0,Ia
2007 11 17,21.9,01 27 05.25 +01 12 54.5,II
2007 11 17,21.2,00 10 39.63 -00 03 10.2,Ib/c
2007 11 12,20.8,01 59 51.14 +01 12 59.3,Ia
2007 11 12,21.2,00 29 24.67 +00 49 53.4,Ia
